date,poi,inputsource,bitlength,rounding_factor,subchanneling,subchanneling_bits,ecc,multihashing,counter_total_packets_received,counter_poi_ignored_because_silence,counter_poi_valid_received,counter_matches,counter_data_bits_transmitted,mps,bps,counter_retries_received,script_start_time,duration,comment
2025-03-03T17:32:16.532760,all,ISD,2,0,none,0,inline-hamming+,2,8862,0,8661,176,298,1.686344469,2.855287795,27,1741019432,104.367763,Version 3.2
2025-03-03T17:32:24.570519,all,ISD,2,0,none,0,inline-hamming+,4,278,0,149,149,298,75.06967561,150.1393512,0,1741019543,1.98482275,Version 3.2
2025-03-03T17:32:32.589955,all,ISD,2,0,none,0,inline-hamming+,8,281,0,149,149,298,75.17498443,150.3499689,0,1741019551,1.982042313,Version 3.2
2025-03-03T17:40:01.538274,all,ICD,2,0,none,0,none,2,6975,0,6827,149,298,1.80549409,3.61098818,0,1741019919,82.5258863,Version 3.2
2025-03-03T17:40:14.001918,all,ICD,2,0,none,0,none,4,351,0,187,187,298,29.19389562,46.52289248,38,1741020008,6.405448675,Version 3.2
2025-03-03T17:40:25.942421,all,ICD,2,0,none,0,none,8,339,0,183,183,298,30.96767971,50.42824347,34,1741020020,5.909386873,Version 3.2
2025-03-03T17:58:41.267921,all,ICD,2,0,none,0,hamming,8,345,0,210,210,298,23.02525547,32.67393395,61,1741021112,9.120419979,Version 3.2
2025-03-03T18:10:59.376429,all,ICD,2,0,none,0,hamming+,4,471,0,314,226,298,18.89895596,24.91986228,77,1741021847,11.95833254,Version 3.2
2025-03-03T18:11:11.000493,all,ICD,2,0,none,0,hamming+,8,246,0,180,180,298,32.41139726,53.6588688,31,1741021865,5.55360198,Version 3.2
2025-03-03T18:17:53.627747,all,ICD,2,0,none,0,inline-hamming+,2,3181,0,3034,149,298,4.078161571,8.156323143,0,1741022237,36.53607082,Version 3.2
2025-03-03T18:18:04.473092,all,ICD,2,0,none,0,inline-hamming+,4,324,0,173,173,298,36.21237331,62.37738293,24,1741022280,4.777372599,Version 3.2
2025-03-03T18:18:18.242622,all,ICD,2,0,none,0,inline-hamming+,8,377,0,198,198,298,25.73740577,38.73609555,49,1741022291,7.693083048,Version 3.2
2025-03-03T18:18:37.349555,all,ISPN,2,0,none,0,none,0,793,0,624,200,298,15.74889948,23.46586023,51,1741022305,12.69930005,Version 3.2
2025-03-03T18:18:48.625240,all,ISPN,2,0,none,0,none,2,302,0,201,175,298,33.4068554,56.88710234,26,1741022323,5.238445759,Version 3.2
2025-03-03T18:18:59.413742,all,ISPN,2,0,none,0,none,4,285,0,173,173,298,36.53602508,62.93488712,24,1741022335,4.735052586,Version 3.2
2025-03-03T18:19:09.494776,all,ISPN,2,0,none,0,none,8,272,0,167,167,298,41.20607551,73.5294042,18,1741022345,4.052800417,Version 3.2
2025-03-03T18:27:19.236167,all,ISPN,2,0,none,0,hamming,2,9603,0,9052,373,298,3.015797716,2.409404073,224,1741022716,123.6820354,Version 3.2
2025-03-03T18:27:50.361763,all,ISPN,2,0,none,0,hamming,4,1494,0,1237,250,298,9.993570268,11.91233576,101,1741022845,25.01608467,Version 3.2
2025-03-03T18:28:01.115810,all,ISPN,2,0,none,0,hamming,8,235,0,172,172,298,36.75049991,63.67237774,23,1741022876,4.680208445,Version 3.2
